sku,Name,Brand,Categories,Wholesale,Retail,Description,Images,Length,Width,Height
UPH-020-037-A,SIDE TO SIDE,Caracole,Furniture > Living > Occasional Chairs,878,1756,"Bringing the beauty of nature indoors, this lounge chair introduces a relaxed, yet refined style in a mix of organic textures and materials. Inspired by a woven bamboo chair seen while traveling in New Zealand, it features a softly curved rollback and seat. Side panel accents depict the intricately varied pattern of spalted maple, digitally printed on maple veneer. Covered in a multicolor, textured performance fabric, contrasted by splayed legs in an earthy Forest finish.","UPH-020-037-A-1.jpg,UPH-020-037-A-2.jpg,UPH-020-037-A-3.jpg,UPH-020-037-A-4.jpg,UPH-020-037-A-5.jpg",28.5W x 31.5D x 31.75H,,
UPH-020-039-A,FANCIFUL CHAIR,Caracole,Furniture > Living > Occasional Chairs,815,1630,"An all-around standout, this softly curved swivel chair introduces a free-flowing, organic style to seating areas. A quilted ginkgo leaf pattern fanning out along the back creates repetition and subtle movement, accented by a cream-colored contrast welt and plinth base wrapped in pearl vinyl. Expertly tailored in tonal gray performance fabrics, inside and out, for a look of luxury that's also livable. Makes a statement on its own, even more dramatic in pairs.","UPH-020-039-A-1.jpg,UPH-020-039-A-2.jpg,UPH-020-039-A-3.jpg,UPH-020-039-A-4.jpg,UPH-020-039-A-5.jpg,UPH-020-039-A-6.jpg,UPH-020-039-A-7.jpg,UPH-020-039-A-8.jpg,UPH-020-039-A-9.jpg",34.5W x 34.5D x 30.25H,,
UPH-020-131-A,SWEET AND PETITE,Caracole,Furniture > Living > Occasional Chairs,784,1568,"Designed with the utmost attention to detail, this casual chair introduces effortless glamour to bedrooms and seating areas. Gently sloping arms and an inverted camel back are beautifully balanced on an exposed wood base, with trim and chamfered legs in a Soft Silver Paint. Features a smooth back and plush seat cushion, impeccably tailored in a luxurious performance fabric.","UPH-020-131-A-1.jpg,UPH-020-131-A-2.jpg,UPH-020-131-A-3.jpg,UPH-020-131-A-4.jpg,UPH-020-131-A-5.jpg",29.5W x 34.75D x 35.25H,,
UPH-020-131-B,SWEET AND PETITE,Caracole,Furniture > Living > Occasional Chairs,680,1360,"Designed with the utmost attention to detail, this occasional chair lends an elevated take on a familiar silhouette. Its classic form gestures gently sloping arms and an inverted camel back, beautifully balanced on an exposed wood base, with chamfered legs in Soft Silver paint. Features a smooth back and plush seat cushion, impeccably tailored in a smooth, low-pile performance velvet.","UPH-020-131-B-1.jpg,UPH-020-131-B-2.jpg,UPH-020-131-B-3.jpg,UPH-020-131-B-4.jpg,UPH-020-131-B-5.jpg",29.5W x 34.75D x 35.25H,,
UPH-020-133-A,SPECIAL INVITATION CHAIR,Caracole,Furniture > Living > Occasional Chairs,1003,2006,"With a classic silhouette influenced by French elegance, this chair makes a gracious statement in a soothing oatmeal-colored performance fabric. Soft curves invite the eye, while cabriole legs and ribbon-like wood trim add shimmer in a metallic finish. A pale blue satin pillow lends a subtle accent, for a look that's refined, yet stately. A timeless addition to bedrooms and seating areas, it's charming on its own and even more captivating in pairs.","UPH-020-133-A-1.jpg,UPH-020-133-A-2.jpg,UPH-020-133-A-3.jpg,UPH-020-133-A-4.jpg,UPH-020-133-A-5.jpg,UPH-020-133-A-6.jpg,UPH-020-133-A-7.jpg,UPH-020-133-A-8.jpg",31.5W x 39.5D x 36.25H,,
UPH-020-134-A,WELL APPOINTED,Caracole,Furniture > Living > Occasional Chairs,739,1478,"Distinctly modern, this accent chair lends a timeless design, revered for its refined use of materials and attention to detail. Of note are slender arms, adding elegance to a simple shape, and gradually widening at the back for added comfort where the elbows rest. An exposed wood base and tall tapered legs in Black Saddle are artfully capped by metal ferrules in a Whisper of Gold. Featuring a delicate welt accent, its subtly rounded seat and back are expertly tailored in an updated take on a black and white plaid; a complex pattern that gives the illusion of textural gray tones when viewed from a distance.","UPH-020-134-A-1.jpg,UPH-020-134-A-2.jpg,UPH-020-134-A-3.jpg,UPH-020-134-A-4.jpg,UPH-020-134-A-5.jpg,UPH-020-134-A-6.jpg,UPH-020-134-A-7.jpg",26.5W x 32.25D x 34H,,
UPH-020-134-B,WELL APPOINTED,Caracole,Furniture > Living > Occasional Chairs,865,1730,"Distinctly modern, this accent chair lends a timeless design, revered for its refined use of materials and attention to detail. Of note are slender arms, adding elegance to a simple shape, and gradually widening at the back for added comfort where the elbows rest. An exposed wood base and tall tapered legs in Dark Chocolate are artfully capped by metal ferrules in a Whisper of Gold. Introduces warm autumn tones in an embroidered pattern fabric with a Japanese bonsai tree of life motif.","UPH-020-134-B-1.jpg,UPH-020-134-B-2.jpg,UPH-020-134-B-3.jpg,UPH-020-134-B-4.jpg,UPH-020-134-B-5.jpg,UPH-020-134-B-6.jpg",26.5W x 32.25D x 34H,,
UPH-020-135-A,PERSONAL INVITATION,Caracole,Furniture > Living > Occasional Chairs,721,1442,"This sculptural swivel chair adds embellishment and a glimpse of color to interiors. Its enveloping silhouette features Art Deco-inspired arms that appear to hug its welcoming frame, beautifully balanced on a plinth swivel base in Soft Silver Paint. Exquisitely tailored in a blue tweed fabric, the back is accented with a blue satin stripe, neatly tucked into the seams for an alluring detail. Perfect for pairing opposite to our Special Invitation sofa and chair, also makes a captivating statement on its own.","UPH-020-135-A-1.jpg,UPH-020-135-A-2.jpg,UPH-020-135-A-3.jpg,UPH-020-135-A-4.jpg,UPH-020-135-A-5.jpg,UPH-020-135-A-6.jpg",25.75W x 32.5D x 36.5H,,
UPH-021-031-A,SWEET EMBRACE CHAIR,Caracole,Furniture > Living > Occasional Chairs,695,1390,"Introduce a svelte style with this curvaceous chair, dressed in a luxe low-pile performance velvet. Graceful flowing lines define its welcoming silhouette, with a softly cushioned seat and contemporary English roll arms for enveloping comfort. Elevated by Soft Silver-finished legs, capped in a Whisper of Gold metal ferrules. Matching sofa also available.","UPH-021-031-A-1.jpg,UPH-021-031-A-2.jpg,UPH-021-031-A-3.jpg,UPH-021-031-A-4.jpg,UPH-021-031-A-5.jpg,UPH-021-031-A-6.jpg",31.5W x 38D x 30.75H,,
UPH-021-032-A,X FACTOR MATCHING CHAIR,Caracole,Furniture > Living > Occasional Chairs,849,1698,"Eloquently mixing classic and contemporary design details, this occasional chair makes an elegant statement. A metallic Charcoal Leaf finish accentuates its wood-trimmed silhouette, made modern with a carved crisscross pattern that draws the eye to sloping arms and splayed legs. Dressed in a herringbone performance fabric with a luxuriously soft hand and finished with a feather-down toss pillow in a shimmering embroidered fabric. Style with our X Factor sectional or use a pair to create an intimate space for conversation.","UPH-021-032-A-1.jpg,UPH-021-032-A-2.jpg,UPH-021-032-A-3.jpg,UPH-021-032-A-4.jpg,UPH-021-032-A-5.jpg",30.25W x 35D x 34.25H,,
UPH-021-033-A,ROLL WITH IT CHAIR,Caracole,Furniture > Living > Occasional Chairs,554,1108,"Dressed to impress in a softly textured chenille performance fabric with a silver metallic ground, this elegant tall back chair works beautifully in home office spaces, or bedrooms and dressing areas. For a classic touch: a crisply tailored waterfall skirt with a satin underskirt lends subtle contrast and conceals casters for ease of movement.","UPH-021-033-A-1.jpg,UPH-021-033-A-2.jpg,UPH-021-033-A-3.jpg,UPH-021-033-A-4.jpg,UPH-021-033-A-5.jpg",24W x 26.75D x 42H,,
UPH-021-034-A,BOLSTER ME,Caracole,Furniture > Living > Occasional Chairs,875,1750,"Introduce a classic, tailored look to living and bedroom interiors with this fashionable chair, dressed in a menswear-inspired, platinum-colored performance fabric. An exposed wood frame in Dark Chocolate adds warmth and a surprising detail, with subtle curves along the corners. Cozy bolster pillows in a cream chenille fabric add tactile appeal and soft contrast.","UPH-021-034-A-1.jpg,UPH-021-034-A-2.jpg,UPH-021-034-A-3.jpg,UPH-021-034-A-4.jpg,UPH-021-034-A-5.jpg,UPH-021-034-A-6.jpg,UPH-021-034-A-7.jpg",35W x 35.25D x 33.5H,,
UPH-021-035-A,YOU COMPLETE ME,Caracole,Furniture > Living > Occasional Chairs,749,1498,"Pleated seams add a subtly sophisticated detail to this softly rounded swivel chair, finely tailored in an easy-care chenille performance fabric. An elevating addition to any seating area, its gracefully curved silhouette appears to float atop a recessed plinth base in an Almost Black finish. A feather down pillow in shimmering satin adds a luxe finishing touch. Matching sofa also available.","UPH-021-035-A-1.jpg,UPH-021-035-A-2.jpg,UPH-021-035-A-3.jpg,UPH-021-035-A-4.jpg,UPH-021-035-A-5.jpg,UPH-021-035-A-6.jpg",37W x 36.25D x 29.75H,,
UPH-021-036-A,TAILORED TO A T,Caracole,Furniture > Living > Occasional Chairs,469,938,"An alluring counterpart to desks and vanities, this shapely silhouette is designed with a classic barrel shape and comfortably curved, open back. Finely tailored in a softly textured chenille performance fabric with a silver metallic ground, it adds an air of refinement to bedrooms, living rooms, and work-from-home spaces. Hidden casters make it easy to move, for a versatile style, room to room.","UPH-021-036-A-1.jpg,UPH-021-036-A-2.jpg,UPH-021-036-A-3.jpg,UPH-021-036-A-4.jpg,UPH-021-036-A-5.jpg",22.75W x 26.75D x 30.75H,,
UPH-021-037-A,SLIPPERY SLOPE,Caracole,Furniture > Living > Occasional Chairs,1108,2216,"Classic elegance with a modern vibe, this accent chair makes an unforgettable statement.
Arching metal arms in Brushed Deep Bronze add warmth and a dramatic curve to its sleek profile, complemented by shapely turned legs. Perfectly pitched for a comfortable sit with a plush seat and down-blend back cushion, masterfully upholstered in a lustrous silver sage velvet.","UPH-021-037-A-1.jpg,UPH-021-037-A-2.jpg,UPH-021-037-A-3.jpg,UPH-021-037-A-4.jpg,UPH-021-037-A-5.jpg,UPH-021-037-A-6.jpg",29.25W x 36.5D x 35.5H,,
UPH-021-038-A,DEEP RETREAT ACCENT,Caracole,Furniture > Living > Occasional Chairs,845,1690,"The epitome of livable luxury, this contemporary chair elegantly mixes sink-in comfort with clean modern lines. Braided leather welt lends an artful accent to crisp tailoring in a softly textured chenille performance fabric. Introduces a sheltering silhouette with padded, angled arms and a low, lounge-like seat, elevated by fluted legs in Silver Shadow paint and a richly contrasting Dark Chocolate wood base. Matching ottoman also available.","UPH-021-038-A-1.jpg,UPH-021-038-A-2.jpg,UPH-021-038-A-3.jpg,UPH-021-038-A-4.jpg,UPH-021-038-A-5.jpg,UPH-021-038-A-6.jpg,UPH-021-038-A-7.jpg,UPH-021-038-A-8.jpg",39.5W x 38D x 33.5H,,
UPH-021-132-A,ARM IN ARM,Caracole,Furniture > Living > Occasional Chairs,1099,2198,"Tactile and intriguing, this streamlined accent chair mixes the rich aesthetic of leather with the found beauty of wood and Brushed Deep Bronze metal. Bent metal legs create a shadow box effect, framing leather saddlebag arm caps and rails crafted in bleached white printed spalted maple with dark, marble-like veining. Offers everyday comfort with luxe appeal, hand-tailored in a platinum-colored micro-chenille performance fabric with a silky hand.","UPH-021-132-A-1.jpg,UPH-021-132-A-2.jpg,UPH-021-132-A-3.jpg,UPH-021-132-A-4.jpg,UPH-021-132-A-5.jpg,UPH-021-132-A-6.jpg",27W x 35.25D x 30.5H,,
UPH-021-133-A,A FINE LINE,Caracole,Furniture > Living > Occasional Chairs,735,1470,"A feminine form that's understated, yet strong, this accent chair makes an elegant statement from any angle. The perfect complement to its cream-colored performance fabric,
an exposed wood frame adds an organic element and touch of luxe in a Silver Driftwood finish. Create a quiet corner in the bedroom for reading and relaxation, or style in pairs to make a dramatic impact in the living room","UPH-021-133-A-1.jpg,UPH-021-133-A-2.jpg,UPH-021-133-A-3.jpg,UPH-021-133-A-4.jpg,UPH-021-133-A-5.jpg,UPH-021-133-A-6.jpg,UPH-021-133-A-7.jpg",26W x 35.5D x 37.5H,,
UPH-021-134-A,LATTICE ENTERTAIN YOU,Caracole,Furniture > Living > Occasional Chairs,875,1750,"Beckoning a second glance in a mix of precious metals, this reinterpretation of a Caracole classic adds tactile appeal in a painterly cut velvet. Features an exposed wood frame and open fretwork design on each arm panel, refined in Soft Silver Paint with metal ferrules and accents in a Whisper of Gold finish. Spellbinding from any angle, it sets a romantic tone and invites admiration.","UPH-021-134-A-1.jpg,UPH-021-134-A-2.jpg,UPH-021-134-A-3.jpg,UPH-021-134-A-4.jpg,UPH-021-134-A-5.jpg",28.5W x 34.75D x 29.25H,,
UPH-021-231-A,BACK IN STYLE,Caracole,Furniture > Living > Occasional Chairs,1570,3140,"Artful and alluring in a luxe material mix, this lounge chair captures the tranquil beauty of gently swaying kelp ribbons beneath the waves in a coral reef. Accentuating its sheltering, barrel-style back: a shimmering layer of champagne faux silk framed beneath rippling metal bands and pearl-like beads in a Whisper of Gold for added dimension. The inside back and seat cushion are finely tailored in a silver micro-chenille performance fabric with gold foil accent yarns for added glimmer.","UPH-021-231-A-1.jpg,UPH-021-231-A-2.jpg,UPH-021-231-A-3.jpg,UPH-021-231-A-4.jpg,UPH-021-231-A-5.jpg,UPH-021-231-A-6.jpg",29.25W x 35D x 29.75H,,
UPH-416-137-B,FRAME OF REFERENCE,Caracole,Furniture > Living > Occasional Chairs,862,1724,"Bat your eyelashes as you peer from this lady-like chair. Perfect for a living room or library, Frame Of Reference sits pretty with its exposed wood detail that runs across the top of the arms and back in Matte Pearl. Upholstered in a textured gray fabric, the diamond-patterned, biscuit-tufted back is a vision of purity. A throw pillow in a blue-gray features a geometric pattern. A true jewel for any room of your home.","UPH-416-137-B-1.jpg,UPH-416-137-B-2.jpg,UPH-416-137-B-3.jpg,UPH-416-137-B-4.jpg,UPH-416-137-B-5.jpg,UPH-416-137-B-6.jpg,UPH-416-137-B-7.jpg,UPH-416-137-B-8.jpg",30.25W x 35.5D x 32.5H,,
UPH-417-032-L,SO WELT DONE,Caracole,Furniture > Living > Occasional Chairs,942,1884,"Nothing's more satisfying than a chair that is as stylish as it is comfortable ' and this is the ultimate example. Covered in soft, touchable leather, its vertical welt details add modern refinement to create a well-edited look. A Midnight base provides a substantive foundation and is accented with Lightly Brushed Chrome metal ferrules.","UPH-417-032-L-1.jpg,UPH-417-032-L-2.jpg,UPH-417-032-L-3.jpg,UPH-417-032-L-4.jpg,UPH-417-032-L-5.jpg",34W x 34.5D x 40H,,
UPH-417-035-A,INSIDE STORY,Caracole,Furniture > Living > Occasional Chairs,735,1470,"Offering a new take on tradition, this style-driven chair is the essence of sophistication. Add one to complete a seating area, or put a pair in front of the fireplace for magnificent effect. A tufted inback design adds surface appeal while its shapely silhouette lends an air of elegance to a space. It wears a Soft Silver Leaf finish and features metal ferrule-capped legs in a Lightly Brushed Chrome finish that literally gleams.","UPH-417-035-A-1.jpg,UPH-417-035-A-2.jpg,UPH-417-035-A-3.jpg,UPH-417-035-A-4.jpg",29W x 33.5D x 44H,,
UPH-417-039-A,BEND THE RULES,Caracole,Furniture > Living > Occasional Chairs,944,1888,"At home in any room, this elegant chair bends all the rules to create the ultimate in glamorous seating. Its shaped back and sumptuous cushioning are accented by a plush, sumptuous buff shade of velvet with a peek-through seam detail on the inside back and arms and a wood base in Soft Silver Leaf. With clean lines and tailored details, the look is one of pure sophistication.","UPH-417-039-A-1.jpg,UPH-417-039-A-2.jpg,UPH-417-039-A-3.jpg,UPH-417-039-A-4.jpg,UPH-417-039-A-5.jpg",38.75W x 38.75D x 32.5H,,
UPH-418-032-A,PRETTY LITTLE THING,Caracole,Furniture > Living > Occasional Chairs,674,1348,"It's impossible not to notice how pretty this chair is and we know you'll agree it has unforgettable allure. A shaped, open back distinguishes its silhouette while the subtlety of the contrasting upholstery adds another level of refinement. Covered in a luxurious soft dove grey, its outside seat back is upholstered in a soft shade of quartz. Fluted arms create instant glamour in Golden Shimmer and are finished with metal ferrules in Champagne Gold.","UPH-418-032-A-1.jpg,UPH-418-032-A-2.jpg,UPH-418-032-A-3.jpg,UPH-418-032-A-4.jpg,UPH-418-032-A-5.jpg",28W x 32D x 33H,,
UPH-418-033-A,POP YOUR COLLAR,Caracole,Furniture > Living > Occasional Chairs,888,1776,"Attention-getting by nature, this exceptional chair has considerable presence. Its tall winged back design is expertly upholstered in a luxurious chocolate plum satin and trimmed in a silhouetted wood frame wearing a Golden Shimmer finish. Of particular note is the extraordinary tailored finger-pleat detail along its inside lumbar. Expertly trimmed with a metal bar finished in Champagne Gold, this elegant detail matches the metal ferrules on its front feet. Inspired by the glamour of the Hollywood Regency era, this signature chair is simply magical, masterfully fresh, and all Caracole refined.","UPH-418-033-A-1.jpg,UPH-418-033-A-2.jpg,UPH-418-033-A-3.jpg,UPH-418-033-A-4.jpg,UPH-418-033-A-5.jpg",34W x 32.75D x 48.25H,,
UPH-418-033-B,POP YOUR COLLAR,Caracole,Furniture > Living > Occasional Chairs,927,1854,"Attention-getting by nature, this exceptional chair has considerable presence. Its tall winged-back design is expertly upholstered in a luxurious satin and trimmed in a silhouetted wood frame wearing a Golden Shimmer finish. Of particular note is the extraordinary tailored finger-pleat detail along its inside lumbar. Expertly trimmed with a metal bar finished in Champagne Gold, this elegant detail matches the metal ferrules on its front legs. Inspired by the glamour of the Hollywood Regency era, this signature chair is simply magical, masterfully fresh, and Caracole refined.","UPH-418-033-B-1.jpg,UPH-418-033-B-2.jpg,UPH-418-033-B-3.jpg,UPH-418-033-B-4.jpg,UPH-418-033-B-5.jpg,UPH-418-033-B-6.jpg,UPH-418-033-B-7.jpg,UPH-418-033-B-8.jpg",34W x 32.75D x 48.25H,,
UPH-418-131-A,HOLD ME UP,Caracole,Furniture > Living > Occasional Chairs,1168,2336,"A definitive example of timeless sophistication, this stunning chair is pure joy. Upholstered in a neutral Congo taupe fabric and accented by Almost Black legs and Champagne Gold metal accents, it features an accent pillow in shades of bittersweet chocolate. Use it alone or in pairs to create a sophisticated seating area with unforgettable elegance","UPH-418-131-A-1.jpg,UPH-418-131-A-2.jpg,UPH-418-131-A-3.jpg,UPH-418-131-A-4.jpg,UPH-418-131-A-5.jpg,UPH-418-131-A-6.jpg,UPH-418-131-A-7.jpg,UPH-418-131-A-8.jpg",37W x 36.5D x 27H,,
UPH-419-132-A,EAVES DROP,Caracole,Furniture > Living > Occasional Chairs,894,1788,"When it's time for a refresh or a little something new, this luxurious chair is just the thing. Featuring all the right curves, its refined silhouette is accentuated with a painted wood frame highlighted in a Metallic Soft Silver. A clean line of sparkling silver surrounds the herringbone-patterned upholstery and a wrap of creamy velvet along the outside back. An elegant custom accent pillow adds the finishing touch to this chic seat.","UPH-419-132-A-1.jpg,UPH-419-132-A-2.jpg,UPH-419-132-A-3.jpg,UPH-419-132-A-4.jpg,UPH-419-132-A-5.jpg",32.5W x 36.5D x 30.75H,,
UPH-419-231-A,GLIMMER OF HOPE,Caracole,Furniture > Living > Occasional Chairs,1277,2554,"Bold in character, this dazzling chair is unique in every way. Its one-of-a-kind shape was born from design exploration of the organic beauty and inspiration found in nature. Cast in solid brass and finished in Gold Brush with white enamel, it has the feel of branches or coral reaching up toward the light. Richly upholstered in a soft, textured neutral, this remarkable creation conveys an attitude of modern opulence.","UPH-419-231-A-1.jpg,UPH-419-231-A-2.jpg,UPH-419-231-A-3.jpg,UPH-419-231-A-4.jpg,UPH-419-231-A-5.jpg",27.25W x 27.25D x 32.5H,,
UPH-419-233-A,BRANCHING OUT,Caracole,Furniture > Living > Occasional Chairs,735,1470,"A faux bois design gives this barrel chair its signature character, rendering it a natural topic of conversation for all to enjoy. Channeling an organic luxe vibe, it's crafted of cast metal and highlighted by a multi-layer finish of Oyster complemented by an upholstered seat and back tailored in a rich neutral fabric. Its refined appeal fits any design plan and invites a moment for repose.","UPH-419-233-A-1.jpg,UPH-419-233-A-2.jpg,UPH-419-233-A-3.jpg,UPH-419-233-A-4.jpg,UPH-419-233-A-5.jpg",29.75W x 28.5D x 29.5H,,
UPH-420-031-A,LOOP ME IN,Caracole,Furniture > Living > Occasional Chairs,816,1632,"Envision a model walking down the runway in a couture dress with her shoulders draped in a matching cape and you've got a peek at the designers' muse as they created this exceptional chair. Its curvaceous silhouette is highlighted with a peek-through opening at the seat while a swivel base renders it perfect for following conversations around the room. Beautifully tailored in an exquisite cover of nuanced shades, it offers everything you want in a chair'and more.","UPH-420-031-A-1.jpg,UPH-420-031-A-2.jpg,UPH-420-031-A-3.jpg,UPH-420-031-A-4.jpg,UPH-420-031-A-5.jpg,UPH-420-031-A-6.jpg",33W x 33.75D x 31.25H,,
UPH-420-032-A,WING MY BELL,Caracole,Furniture > Living > Occasional Chairs,906,1812,"While there have been wing chairs before, none are as intriguing as Wing My Bell. Channeling the essence of Hollywood glamour, it brings updated character and fresh imagination to this timeless silhouette. A tall back makes it feel grand in presence while its shapely form ensconces you in chic sophistication. The perfect statement piece for any interior, it's a design that always garners a second look.","UPH-420-032-A-1.jpg,UPH-420-032-A-2.jpg,UPH-420-032-A-3.jpg,UPH-420-032-A-4.jpg,UPH-420-032-A-5.jpg,UPH-420-032-A-6.jpg,UPH-420-032-A-7.jpg,UPH-420-032-A-8.jpg,UPH-420-032-A-9.jpg",32.25W x 35D x 46.75H,,
UPH-420-033-A,LIVING LARGE,Caracole,Furniture > Living > Occasional Chairs,803,1606,"Like a classic sling-back designer high-heeled shoe, this elegant chair speaks fluent fashion. Its beauty and style is surpassed only by its comfort. Open upholstered arms create a sophisticated silhouette that will never go unnoticed. A geometric accent pillow'chosen for its ability to complement and contrast with this unique design'completes its character while a Blush Taupe finish adds dream to its base and legs.","UPH-420-033-A-1.jpg,UPH-420-033-A-2.jpg,UPH-420-033-A-3.jpg,UPH-420-033-A-4.jpg,UPH-420-033-A-5.jpg,UPH-420-033-A-6.jpg",29.25W x 37.25D x 30.25H,,
UPH-420-035-A,PIPING HOT,Caracole,Furniture > Living > Occasional Chairs,627,1254,"Add an element of sophistication to any room with the chic glamour of this statement chair. Boasting an elegantly curved form that ensconces you in style, its character is harmoniously balanced from every angle. An expertly tailored contrasting welt defines its well-chosen curves while a Silver Shadow finish accentuates the beauty of its sides and fluted legs.","UPH-420-035-A-1.jpg,UPH-420-035-A-2.jpg,UPH-420-035-A-3.jpg,UPH-420-035-A-4.jpg,UPH-420-035-A-5.jpg,UPH-420-035-A-6.jpg",32W x 35.5D x 30H,,
UPH-420-035-B,PIPING HOT,Caracole,Furniture > Living > Occasional Chairs,653,1306,"With an iconic silhouette, the Piping Hot Chair is reimagined in a menswear-inspired, tactile fabric. Clean lines and curves with a tight barrel-back define this chic and sophisticated style, accentuated by contrast piping along the frame and seat cushion. Fluted tapered legs in Soft Silver paint add a hint of glamour.","UPH-420-035-B-1.jpg,UPH-420-035-B-2.jpg,UPH-420-035-B-3.jpg,UPH-420-035-B-4.jpg,UPH-420-035-B-5.jpg",32W x 35.5D x 30H,,
UPH-420-131-A,JUST DUET,Caracole,Furniture > Living > Occasional Chairs,1162,2324,"On a balcony railing of a former palace converted to a hotel in India is a carved pattern that was the muse for the pierced design found on this chair's outer arms. The idea of layering metal fretwork behind the wood was inspired by the dual shadow cast on the balcony by the setting sun through the railing's design. Creating a high-fashion look unique to itself, these elements are highlighted with illuminating shades of Soft Silver Paint and Champagne Gold and an exquisite cover.","UPH-420-131-A-1.jpg,UPH-420-131-A-2.jpg,UPH-420-131-A-3.jpg,UPH-420-131-A-4.jpg,UPH-420-131-A-5.jpg,UPH-420-131-A-6.jpg,UPH-420-131-A-7.jpg,UPH-420-131-A-8.jpg",32.25W x 39D x 28.5H,,
UPH-420-132-A,SPLASH OF FLASH,Caracole,Furniture > Living > Occasional Chairs,865,1730,"For those who love our best-selling design Black Beauty, you'll adore the newest iteration that's making a splash. This chair's softly curved silhouette is tailored to perfection and outlined in illuminating Soft Silver Paint. Delicate metal ferrules and metal knuckles on the front arms draw their inspiration from an antique Italian parlor chair. At its essence, this chair design is simply irresistible.","UPH-420-132-A-1.jpg,UPH-420-132-A-2.jpg,UPH-420-132-A-3.jpg,UPH-420-132-A-4.jpg,UPH-420-132-A-5.jpg,UPH-420-132-A-6.jpg,UPH-420-132-A-7.jpg",30.5W x 33.5D x 33H,,
UPH-420-231-A,COAT OF ARMS,Caracole,Furniture > Living > Occasional Chairs,784,1568,"This iconic shield back chair introduces a classic English style, reimagined for today. The timeless luxury of multicolor cut-velvet is complemented by curved metal arms in Smoked Stainless. Dainty pointed ferrules add a touch of whimsy to an exposed wood frame in a shimmering Silver Shadow finish. Soft and serene with hues reminiscent of the sea, it makes an elegant addition to bedrooms, home offices, and larger conversation areas.","UPH-420-231-A-1.jpg,UPH-420-231-A-2.jpg,UPH-420-231-A-3.jpg,UPH-420-231-A-4.jpg,UPH-420-231-A-5.jpg,UPH-420-231-A-6.jpg",24.5W x 28.5D x 36H,,
UPH-421-031-A,AHEAD OF THE CURVE,Caracole,Furniture > Living > Occasional Chairs,695,1390,"Cocoon in comfort with this curvaceous swivel chair, beckoning in a micro-chenille performance fabric woven with metallic thread for a hint of shimmer. An elegant take on an iconic shape, its smooth silhouette is accentuated by a clean plinth base in a Matte Pearl finish. Pairs perfectly with our Ahead of the Curve sofa.","UPH-421-031-A-1.jpg,UPH-421-031-A-2.jpg,UPH-421-031-A-3.jpg,UPH-421-031-A-4.jpg,UPH-421-031-A-5.jpg,UPH-421-031-A-6.jpg",34W x 34.25D x 31.5H,,
UPH-421-032-A,DINNER ROLL,Caracole,Furniture > Living > Occasional Chairs,475,950,"A fluid design with a hint of formality, this shapely seat is made for gathering around the table. Fully upholstered in a luxurious performance fabric with a soft hand, its smooth silhouette is artfully accented by angular wood arms in a rich Dark Chocolate finish. Intentionally designed with entertaining in mind, it features casters for ease of movement and a concave curve to the front that allows for clearance from the table when seated.","UPH-421-032-A-1.jpg,UPH-421-032-A-2.jpg,UPH-421-032-A-3.jpg,UPH-421-032-A-4.jpg,UPH-421-032-A-5.jpg",25.25W x 26.5D x 32.5H,,
UPH-421-131-A,ROPE ME IN,Caracole,Furniture > Living > Occasional Chairs,735,1470,"Details we covet: an exposed wood frame in a French Roast finish, paired with the soft sheen of a lagoon-colored velvet. Woven jute ties the look together, adding an of-the-earth element and a sense of rhythm. Inspired by a mid-century modern design, this occasional chair lends a contemporary style with a casually refined vibe.","UPH-421-131-A-1.jpg,UPH-421-131-A-2.jpg,UPH-421-131-A-3.jpg,UPH-421-131-A-4.jpg,UPH-421-131-A-5.jpg,UPH-421-131-A-6.jpg",28W x 37.25D x 29.75H,,
UPH-421-132-A,CHISELED BODY,Caracole,Furniture > Living > Occasional Chairs,750,1500,"Statement-making from any angle, this three-legged occasional chair introduces an organic element to living and bedroom interiors. Visually soothing in an Oyster finish, its wood frame is uniquely crafted with a hand-chiseled texture, inspired by pebbles found along the shore. A plush seat and back cushion are perfectly pitched for comfort, adding tactile appeal in an embossed velvet fabric that plays up the frame's chiseled texture.","UPH-421-132-A-1.jpg,UPH-421-132-A-2.jpg,UPH-421-132-A-3.jpg,UPH-421-132-A-4.jpg,UPH-421-132-A-5.jpg,UPH-421-132-A-6.jpg",24.5W x 27D x 32.5H,,
UPH-421-133-A,SIMPLY STUNNING,Caracole,Furniture > Living > Occasional Chairs,799,1598,"Graceful and flowing, this timeless chair takes inspiration from the iconic French curve. A painted frame with a touch of shimmer lends an updated take on a traditional design detail. Dressed in a slate-colored performance chenille with a metallic thread, it's soft and sophisticated silhouette is the perfect complement to our Simply Stunning sofa.","UPH-421-133-A-1.jpg,UPH-421-133-A-2.jpg,UPH-421-133-A-3.jpg,UPH-421-133-A-4.jpg,UPH-421-133-A-5.jpg,UPH-421-133-A-6.jpg,UPH-421-133-A-7.jpg",35.5W x 37.5D x 34.5H,,
UPH-422-032-A,TURNING POINT,Caracole,Furniture > Living > Occasional Chairs,765,1530,"Dressed in a creamy embossed velvet, this sleek swivel chair brings to mind glamorous designs from the mid-century modern era. Its softly curved silhouette is beautifully balanced on uniquely shaped, hourglass ribbon legs for a note of luxe in a Whisper of Gold finish. A standout on its own, even more dramatic in pairs.","UPH-422-032-A-1.jpg,UPH-422-032-A-2.jpg,UPH-422-032-A-3.jpg,UPH-422-032-A-4.jpg,UPH-422-032-A-5.jpg",33W x 29.5D x 31.5H,,
